objava,datum,mjesec,godina,jezik,tema,tip,svidanja,komentari,sentiment_score,sentiment_label,pozitivnih_rijeci,negativnih_rijeci,duljina_znakova,duljina_rijeci,duljina_recenica,ttr_objava,tekst,tekst_en
236,2025-09-18,2025-09-01,2025,hr,drustvo_upoznavanje,ostalo,0,0,0,neutralan,1,1,108,17,3,1,"Evo jos jedan happening za usamljene anonimuse! A jos i petak ...zaprati, lajkaj, sheraj, budi prisutan!!","Here is another happening for lonely anonymous people! And also Friday ... follow, like, share, be present!!"
237,2025-09-17,2025-09-01,2025,hr,posao,ponuda_oglas,0,0,11,pozitivan,12,1,1545,168,16,0.6666666666666666,"Oglas za posao KL Isolering KL Isolering je firma koja vrsi sve vrste tehnicke izolacije na podrucju Kopenhagena i Sjellanda. KL Isolering trazi radine za rad na svim vrstama Tahnicke Izolacije. Iskustvo na je prednost, ali ne i uslov. Ako imate iskustva i voolote raditi sa vasim rukama mozete na se javiti. Nudimo: * Dobra plaća koja se dogovara prema vašim kvalifikacijama (na pitanja o plaći NE odgovaramo u oglasu) * Dobre kolege * Penziju Od vas očekujemo: * Imate iskustva u industriji izolacije, Mozete i iskustvo u drugim gradjavinskim oblastima ( ali da zelite uciti). * Morate biti u mogućnosti postaviti Isogeno/PVC-foliju u lijepu završnu obradu (nije obevazno) * Pouzdani ste na sastancima * Ponosite se što radite kvalitetan posao. * Dobar za pregled u užurbanom svakodnevnom životu. * Dobar u suradnji Mozete nas kontaktirati na: e-mail: KLIsolering@hotmail.com Tel.: 29 13 19 83 [https://kl-isolering.dk](https://l.facebook.com/l.php?u=https%3A%2F%2Fkl-isolering.dk%2F%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR3JZstsNR1TZirnMDV0YrpXT7-DFnj5UPznx1pQM8fBw6lyQ9OFmRYrlp8_aem_wzv1ojRrbfDHgA2BvhaM-w&h=AT02lt8idczShqCof7cK9WSr_QSeHOiTyQzQa-Krc43Qdl1Z2OkfseN9hhl1RPaZk7vq7tdhww9W8uJI1Jq4SSuZSZqrLtOyDD8BZIByT2usL_OR6e7U0I8WkUFTJpbeu6wY0DxNsixcchPV&__tn__=-UK-R&c[0]=AT1wG1tycDXwIVbON7m16uzCPcK5VZqn9eUkGIKJCzcBBW0j96Yq0TbJDXHUofd0qno0aw_lvvltXq_AiEOtiobxPiWrP9buJroanxFSe6AyxXoQexlcW-5z1e6tmmu6mJ66uI1zu2pj_W8pyCbOFr-n5R-pO67YaPOlxTF6kz6z0TDjaXmavd7AYEX6t-SroZpdAmealSlvXlyiTEJ7HJs4Gw) Ili putem fb.","Job advertisement KL Isolering KL Isolering is a company that performs all types of technical insulation in the area of ​​Copenhagen and Sjelland. KL Isolering is looking for workers to work on all types of Tahnica Isolation. Experience is an advantage, but not a requirement. If you have experience and like to work with your hands, you can contact us. We offer: * Good salary that is negotiated according to your qualifications (we do NOT answer salary questions in the ad) * Good colleagues * Pension We expect from you: * You have experience in the insulation industry, You may also have experience in other construction fields (but if you want to learn). * You must be able to install Isogeno/PVC-film in a nice finish (optional) * You are reliable in meetings * You take pride in doing quality work. * Good for browsing in busy everyday life. * Good in cooperation You can contact us at: e-mail: KLIsolering@hotmail.com Tel.: 29 13 19 83 [https://kl-isolering.dk](https://l.facebook.com/l.php?u=https%3A%2F%2Fkl-isolering.dk%2F%3Ffbclid%3DIwZXh0bgNhZW0CMTAAAR3JZstsNR1TZirnMDV0YrpXT7-DFnj5UPznx1pQM8fBw6lyQ9OFmRYrlp8_aem_wzv1ojRrbfDHgA2BvhaM-w&h=AT02lt8idczShqCof7cK9WSr_QSeHOiTyQzQa-Krc43Qdl1Z2OkfseN9hhl1RPaZk7vq7tdhww9W8uJI1Jq4SSuZSZqrLtOyDD8BZIByT2usL_OR6e7U0I8WkUFTJpbeu6wY0DxNsixcchPV&__tn__=-UK-R&c[0]=AT1wG1tycDXwIVbON7m16uzCPcK5VZqn9eUkGIKJCzcBBW0j96Yq0TbJDXHUofd0qno0aw_lvvltXq_AiEOtiobxPiWrP9buJroanxFSe6AyxXoQexlcW-5z1e6tmmu6mJ66uI1zu2pj_W8pyCbOFr-n5R-pO67YaPOlxTF6kz6z0TDjaXmavd7AYEX6t-SroZpdAmealSlvXlyiTEJ7HJs4Gw) Or via fb."
238,2025-09-14,2025-09-01,2025,hr,stanovanje,pitanje_potreba,1,6,0,neutralan,1,1,218,42,5,0.84375,"Pozdrav, od 01.11. započinjem raditi u Herlevu. Zanima me da li je moguće pronači složeni stan do 12k DKK mjesečno? Gledam po BoligPortal ali samo nalazim prazne stanove za tu cijenu.","Greetings, from 01.11. I start working in Herlev. I would like to know if it is possible to find a complex apartment for up to 12k DKK per month? I look for BoligPortal, but I only find empty apartments for that price."
239,2025-08-30,2025-08-01,2025,hr,stanovanje,pitanje_potreba,5,14,3,pozitivan,4,1,568,103,4,0.7070707070707071,"Pozdrav, Ja i dečko smo u situaciji da već mjesecima tražimo stan u Kopenhagenu - ja sam student i prijavljeni smo na s.dk, tražimo preko boligportala i facebooka ali ne uspjevamo ništa naći. Trenutno couch surfamo kod prijatelja i zato sam se htjela ovdje obratiti za pomoć. Znam da je stanova i ovako malo i da je svima teško naći ali vrijedi probati pa u slućaju da je netko čuo za nešto ili možda iznajmljuje stan ili bar neki savjet sve cijenim i hvala unaprijed.","Hello, My boyfriend and I have been looking for an apartment in Copenhagen for months - I'm a student and we're registered on s.dk, we're looking through boligportal and Facebook, but we can't find anything. We are currently couch surfing at a friend's place and that's why I wanted to turn here for help. I know that there are few apartments like this and that it is difficult for everyone to find, but it is worth trying, so in case someone has heard of something or maybe rents an apartment or at least some advice, I appreciate everything and thank you in advance."
240,2025-09-14,2025-09-01,2025,da,dogadjaji_promocija,ostalo,2,0,0,neutralan,NA,NA,23,1,2,1,www.grandbalkanevent.dk,www.grandbalkanevent.dk
241,2025-09-11,2025-09-01,2025,hr,stanovanje,pitanje_potreba,1,2,1,pozitivan,1,0,195,37,5,0.8387096774193549,"Pozdrav svima. Dobio sam posao u Horsenu, pa tražim sobu, studio. Ako netko nudi ili ima kakvu informaciju, molio bi da javi. Za sve informacije slobodno pišite u inbox. Hvala unaprijed.","Hello everyone. I got a job in Horsen, so I'm looking for a room, a studio. If anyone offers or has any information, please let me know. Feel free to inbox for all information. Thanks in advance."
242,2025-09-12,2025-09-01,2025,hr,transport_putovanja,obavijest,0,0,1,pozitivan,1,0,319,46,7,0.8571428571428571,VELIKO OBAVEŠTENJE! Sverige Transport sakuplja vaše pošiljke za Balkan! 13 i 14 SEPTEMBAR Dolazimo u sledeće gradove: Malmö Helsingborg Göteborg Jönköping Linköping Norrköping Nyköping Stockholm Rezervišite preuzimanje na vreme! Pošaljite poruku ili nas pozovite! Pouzdano. Sigurno. Brzo. Vaš Sverige Transport,BIG ANNOUNCEMENT! Sverige Transport collects your shipments to the Balkans! 13 and 14 SEPTEMBER We are coming to the following cities: Malmö Helsingborg Gothenburg Jönköping Linköping Norrköping Nyköping Stockholm Book your pickup on time! Send a message or call us! Reliably. Certainly. Quickly. Your Sverige Transport
243,2025-09-11,2025-09-01,2025,hr,transport_putovanja,pitanje_potreba,0,1,1,pozitivan,1,0,129,25,1,0.9130434782608695,Dobro jutro ima li netko da putuje za Zagreb autom uskoro i da bi mogao ponijeti jedan prazan veliki kofer?,"Good morning, is there anyone who is traveling to Zagreb by car soon and would be able to take an empty large suitcase with them?"
244,2025-08-29,2025-08-01,2025,hr,transport_putovanja,ostalo,1,8,3,pozitivan,3,0,172,32,2,0.9545454545454546,Dobar dan.Kcer mi zivi u Danskoj u gradu Hedehusene pa bi joj poslala paket.Dali možda netko putuje ovih dana Zagreb -Hedehusene Hvala,"Good day. My daughter lives in Denmark in the city of Hedehusene, so I would like to send her a package. Maybe someone is traveling these days Zagreb - Hedehusene Thank you"
245,2025-09-08,2025-09-01,2025,hr,transport_putovanja,ostalo,1,2,2,pozitivan,2,0,275,45,3,0.9069767441860465,"Pozdrav! Medicinski sam tehničar koji će uskoro završiti preddiplomski studij i razmišljam o preseljenju u dansku kroz godinu,dvije pa ako bi netko mogao napisati iz prve ruke kakvi su radni uvjeti, plaće, samo preseljenje itd. Unaprijed zahvaljujem!","Greeting! I'm a medical technician who will soon finish his undergraduate studies and I'm thinking about moving to Denmark in a year or two, so if someone could write first-hand what the working conditions are like, salaries, the relocation itself, etc. Thank you in advance!"
246,2025-09-07,2025-09-01,2025,hr,posao,pitanje_potreba,0,4,3,pozitivan,3,0,307,56,5,0.8163265306122449,"Dobra vecer svima! Ja sam Antonio i tek sam se preselio u Odense da studiram na SDU-u. Tražim neki part-time posao, bilo što dolazi u obzir. Radio sam godinama u skladištu (logistika), a i kao konobar, u čišćenju, čak i kao uzgajivač pilića. Ako netko zna nešto, javite mi, bio bih zahvalan!","Good evening everyone! I'm Antonio and I just moved to Odense to study at SDU. I am looking for a part-time job, anything is possible. I worked for years in a warehouse (logistics), and also as a waiter, in cleaning, even as a chicken farmer. If anyone knows anything, please let me know, I'd appreciate it!"
247,2025-09-03,2025-09-01,2025,hr,transport_putovanja,pitanje_potreba,1,12,1,pozitivan,1,0,417,73,6,0.8888888888888888,"Hej! Trebam povoljan prijevoz stvari iz Danske za Hrvatsku – kutije, veći koferi i eventualno bicikl. Najvjerojatnije će mi prijevoz trebati, ali još čekam odgovor šefa hoće li mi produžiti ugovor. Ako mi ne produži, nemam više što tražiti ovdje. Ako netko putuje ili zna nekoga tko bi mogao pomoći s prijevozom, javite mi se. Hvala!","Hey! I need affordable transport of things from Denmark to Croatia - boxes, larger suitcases and possibly a bicycle. Most likely, I will need transportation, but I am still waiting for the boss's answer as to whether he will extend my contract. If he doesn't give me an extension, I have nothing more to ask here. If anyone is traveling or knows someone who could help with transportation, please let me know. Thanks!"
248,2025-09-07,2025-09-01,2025,hr,ostalo,pitanje_potreba,2,4,0,neutralan,NA,NA,72,14,2,0.875,Ćao svima! Da li neko od vas živi u Øster Jølby ili Fursundu na Jyllandu?,Hello everyone! Do any of you live in Øster Jølby or Fursund in Jutland?
249,2025-09-07,2025-09-01,2025,hr,transport_putovanja,pitanje_potreba,0,0,0,neutralan,NA,NA,100,18,1,0.8823529411764706,"Pozdrav ekipa... potrebna je adresa ako netko zna nekoga,ili mozda ima adresu, hvala unaprijed","Hello team... we need an address if anyone knows someone, or maybe has an address, thanks in advance"
250,2025-09-01,2025-09-01,2025,hr,hrana_prodaja,ostalo,25,7,0,neutralan,NA,NA,97,13,4,1,"Pozz balkanci..... Svaki dan ima burek..... Meso sir, krompir, zeljanica.. Tlf 50166138.","Pozz Balkans..... There is burek every day..... Meat, cheese, potatoes, greens... Phone 50166138."
251,2025-09-06,2025-09-01,2025,hr,ostalo,pitanje_potreba,0,0,0,neutralan,NA,NA,84,14,1,1,"Zna li netko gdje se mogu gledati kvalifikacijske utakmice, online ili uživo u Kopenhagenu? Hvala","Does anyone know where to watch the qualifiers, online or live in Copenhagen? Thanks"
252,2025-09-04,2025-09-01,2025,hr,transport_putovanja,pitanje_potreba,5,1,5,pozitivan,5,0,358,68,8,0.8035714285714286,"Pozdrav svima... Ovako... Ja sam samohrani otac sina od 11 godina. Inače sam iz Zadra, ali ne vidim budućnost u Hrvatskoj. Stoga bi želio pokušati potražiti sreću i bolju budućnost za sebe i sina izvan HR. Da li mi itko može pomoći? Dati mi neki savjet, objasniti mi kako to sve skupa funkcionira...? Povući me...? Unaprijed hvala, Marin","Hello everyone... Like this... I am a single father of an 11-year-old son. By the way, I'm from Zadar, but I don't see a future in Croatia. Therefore, he would like to try to find happiness and a better future for himself and his son outside HR. Can anyone help me? Give me some advice, explain to me how it all works...? Pull me...? Thanks in advance, Marin"
253,2025-09-04,2025-09-01,2025,hr,ostalo,pitanje_potreba,0,0,-1,negativan,0,1,32,7,1,1,Ima li koji mesar u grupi?,Is there a butcher in the group?
254,2025-08-29,2025-08-01,2025,hr,zdravstvo,ostalo,27,13,5,pozitivan,7,2,1821,346,16,0.5434782608695652,"Pomoć za ostvarenje sna o majčinstvu Drage žene između 18 i 35 godina: već se godinama borimo s neplodnošću jer moje jajne stanice ne dovode do trudnoće. To je iscrpljujuće za tijelo i dušu – godine prolaze, a mi i dalje ne možemo osnovati obitelj. Zbog toga sam sada već tri godine na listi čekanja za donatoricu. Već mi je dovoljno teško što ne mogu prenijeti gene svoje obitelji, a još je teže što su jedine donatorice koje mi se nude plavokose ili crvenokose Dankinje, koje nemaju nijednu moju karakteristiku. Stalno mi govore da nemaju nikoga tko paše mom opisu i vrlo rijetko dobiju nekoga takvog. Klinika mi je zato savjetovala da pokušam pronaći donatoricu putem Facebooka, jer vidjeli su da je tako netko drugi uspio. Zato vam se sada ovdje obraćam i od srca molim za pomoć – ako postoji žena smeđe kose i plavih očiju (ili smeđe oči, ali s jednim od roditelja ili baka/djed da ima plave oči, jer tada možete nositi plavi gen i vi), koja je razmišljala ili bi mogla razmisliti o tome da jednoj drugoj ženi pokloni najveći dar – svoje jajne stanice. Sve se odvija anonimno. Vi nećete znati tko sam ja, niti ću ja znati tko ste vi. Trebate same kontaktirati kliniku za plodnost u Køge na broj 47 32 12 60 i dogovoriti termin za vađenje krvi i zdravstvenu provjeru. Ako budete odobrene, započinje proces donacije. Za svaku donaciju dobivate najmanje 7.500 kruna (možda je iznos sada i viši), a koliko znam, dozvoljene su dvije donacije. Neću odgovarati na pitanja u objavi iz anonimnih razloga, pa molim da se sva pitanja postave klinici. Od srca vam hvala na vašem vremenu. Molim se Bogu da postoji barem jedna, ili više vas, koja bi kontaktirala kliniku i pomoći nam. Zauvijek ćemo vam biti zahvalni.","Help to achieve the dream of motherhood Dear women between 18 and 35 years old: we have been struggling with infertility for years because my eggs do not lead to pregnancy. It's exhausting for body and soul - years go by and we still can't start a family. That's why I've been on the waiting list for a donor for three years now. It's already hard enough for me that I can't pass on my family's genes, and it's even harder that the only donors offered to me are blond or red-haired Danes, who have none of my characteristics. They keep telling me they don't have anyone who fits my description and very rarely do they get someone like that. That's why the clinic advised me to try to find a donor through Facebook, because they saw that someone else had succeeded that way. That's why I'm turning to you now and asking for help from the bottom of my heart - if there is a woman with brown hair and blue eyes (or brown eyes, but with one of her parents or grandparents having blue eyes, because then you can carry the blue gene too), who has thought or could think about giving another woman the greatest gift - her eggs. Everything takes place anonymously. You will not know who I am, nor will I know who you are. You need to contact the fertility clinic in Køge on 47 32 12 60 and make an appointment for blood sampling and a health check. If you are approved, the donation process begins. For each donation, you get at least 7,500 crowns (perhaps the amount is higher now), and as far as I know, two donations are allowed. I will not be answering questions in the post for anonymous reasons, so please direct all questions to the clinic. Thank you from the bottom of my heart for your time. I pray to God that there is at least one, or more of you, who would contact the clinic and help us. We will be forever grateful."
255,2025-09-02,2025-09-01,2025,hr,dogadjaji_promocija,ponuda_oglas,6,0,1,pozitivan,1,0,59,12,1,1,Dođite i zabavite se u Caffe G u Kopenhagenu 13.09.,Come and have fun at Caffe G in Copenhagen on September 13.
256,2025-09-02,2025-09-01,2025,en,ostalo,ostalo,3,0,3,pozitivan,3,0,348,54,3,0.8679245283018868,"Hi everyone! I've been an expat career consultant for internationals in Denmark for many years now and I have just published my first book series! Because internationals in Denmark deserve practical, affordable, and up-to-date guidance on job searching—written by someone who’s not only been through it as an expat, but has methodologies that work!","Hi everyone! I've been an expat career consultant for internationals in Denmark for many years now and I have just published my first book series! Because internationals in Denmark deserve practical, affordable, and up-to-date guidance on job searching—written by someone who’s not only been through it as an expat, but has methodologies that work!"
257,2025-09-01,2025-09-01,2025,hr,posao,ponuda_oglas,6,0,9,pozitivan,9,0,859,142,5,0.5803571428571429,"Tražimo više radnika za uzbudljiv projekt u centru Aarhusa! GP Ventilation ApS traži nove članove tima za naš veliki projekt u samom centru Aarhusa. Nudimo odlične uvjete rada i priliku da budete dio dinamičnog i stručnog tima. Što nudimo: • Plaću po dogovoru • Dodatke: SH, fritid, Pension Denmark • Sigurne i moderne radne uvjete • Mogućnost učenja i razvoja Koga tražimo: • Prednost imaju kandidati s iskustvom u ventilaciji • Otvoreni smo i za kandidate bez iskustva, spremni smo vas naučiti sve što je potrebno • Motivirane, odgovorne i pouzdane radnike Ako želite postati dio našeg tima i sudjelovati u ovom uzbudljivom projektu, javite nam se! Pošaljite prijavu na: ljuboorec@outlook.com Za više informacija nazovite: +45 7180 5150","We are looking for more workers for an exciting project in the center of Aarhus! GP Ventilation ApS is looking for new team members for our big project in the very center of Aarhus. We offer excellent working conditions and the opportunity to be part of a dynamic and professional team. What we offer: • Salary according to agreement • Supplements: SH, fritid, Pension Denmark • Safe and modern working conditions • Possibility of learning and development Who we are looking for: • Candidates with experience in ventilation are preferred • We are also open to candidates without experience, we are ready to teach you everything you need • Motivated, responsible and reliable workers If you want to become part of our team and participate in this exciting project, contact us! Send application to: ljuboorec@outlook.com For more information call:  45 7180 5150"
258,2025-08-22,2025-08-01,2025,hr,transport_putovanja,ostalo,6,7,-2,negativan,2,4,537,101,6,0.7586206896551724,"Lijepi pozdrav! Pitanje je vezano uz povredu potrošačkih prava pa me interesira kome se nadalje obratiti. Postoji li u DK nesto kao Agencija za prava potrošača ili sl, tko bi mi pomogao. U privatnoj klinici na sjeveru Danske mi je ubrzgana injekcija sa istekom roka, nakon tretmana sam skuzila na ambalazi datum i poludila od brige. Sada ne znam sto uciniti dalje. Bojim se da nisam jedina i ako ne reagiran da ce se to nastaviti i dr pacijentima. Hvala","Greetings! The question is related to the violation of consumer rights, so I am interested in whom to contact next. Is there something like the Consumer Rights Agency or similar in DK, who would help me. In a private clinic in the north of Denmark, I was given an accelerated injection with an expiration date, after the treatment I found the date on the package and went crazy with worry. Now I don't know what to do next. I'm afraid that I'm not the only one and if I don't react that it will continue to other patients as well. Thanks"
259,2025-08-31,2025-08-01,2025,hr,transport_putovanja,ostalo,0,0,0,neutralan,NA,NA,136,13,2,1,Nedjelja (sutra) prazan kamion Zagreb-Muenchen-Hamburg-Berlin-Kopenhagen-Gothenburg. Ako nekome treba nesto prevest neka se javi.,"Sunday (tomorrow) empty truck Zagreb-Munchen-Hamburg-Berlin-Copenhagen-Gothenburg. If someone needs something translated, let them know."
260,2025-08-28,2025-08-01,2025,hr,stanovanje,ponuda_oglas,1,31,2,pozitivan,8,6,1303,252,5,0.5407725321888412,"Pozdrav svima, Imam par pitanja vezano za preseljenje u Dansku, pa molim iskustva onih koji već žive gore ili su živjeli. Mi smo tročlana obitelj koja razmišlja o preseljenju gore, muž radi kao operater obalne dizalice tako da bi se mogao prebaciti gore u njihovu luku u Kopenhagenu, koliko znamo plaća je odlična, kćer ima 13god, ja isto radim, ali bi gore vjerojatno za početak bila doma dok ne nađem nešto, pa i malo s kćerkom dok se ne prilagodi jer ipak dijete je to, da li je to izvedivo da ja budem doma, da li je dovoljno za početak za život gore cca 10, 12.000e, znam da se plaćaju tri stanarine unaprijed pa ne znam da li je to dovoljno s obzirom da ja sigurno neću moći odmah naći posao pa bi živjeli od njegove plaće. Kakve su škole i zdravstvo i da li je teško naći stan? Razmišljali smo o predgrađu Kopenhagena, što se tiče jezika već smo počeli učiti danski, to je po meni najmanji problem, naučit će se, više me brinu druge stvari, koliko je teško na početku? Klima nam ne smeta, ionako nismo neki ljubitelji vrućina, a i živimo u kišnom području. Hvala svima na odgovorima","Hello everyone, I have a few questions about moving to Denmark, so I'm asking for the experiences of those who already live there or have lived there. We are a family of three who are thinking of moving up there, the husband works as a coastal crane operator so he could be transferred up to their port in Copenhagen, as far as we know the salary is great, my daughter is 13 years old, I do the same, but I would probably be at home up there until I find something, and also a little with my daughter until she adapts because she is still a child, is it feasible for me to be at home, is it enough to start living up there for about 10, 12,000e, I know that three rents are paid in advance, so I don't know if that is enough considering that I certainly won't be able to find a job right away, so they would live on his salary. What are the schools and healthcare like, and is it difficult to find an apartment? We were thinking about the suburbs of Copenhagen, as far as the language is concerned, we have already started learning Danish, in my opinion that is the least problem, it will be learned, I am more concerned about other things, how difficult is it in the beginning? The climate does not bother us, we are not fans of heat anyway, and we live in a rainy area. Thanks everyone for the answers"
261,2025-08-13,2025-08-01,2025,hr,transport_putovanja,pitanje_potreba,9,9,5,pozitivan,6,1,543,101,5,0.7419354838709677,"Pozdrav ljudi, zivimo u Austriji no planiramo preseljenje u skandinavske zemlje... najvise zbog zdravlja sina koji je pri kraju s borbom s tumorom ima samo 3 godine, a i ja osobno imam neke zdravstvene probleme gdje bi mi u prilog isla hladnija klima...pa me zanimalo dali je tko od vas voljan kontaktirat me da mi malo objasni kakav je zivot tamo, zdravstvo, posao itd. Cula sam od nekoliko ljudi iskustva no voljela bi sto vise info. saznati ...hvala vam unaprijed","Hello people, we live in Austria, but we are planning to move to Scandinavian countries... mainly because of the health of our son, who is only 3 years old at the end of his battle with a tumor, and I personally have some health problems where a colder climate would benefit me... so I was wondering if any of you would be willing to contact me to explain to me what life is like there, healthcare, work, etc. I have heard from several people with experiences, but I would like as much information as possible. find out ...thank you in advance"
262,2025-08-29,2025-08-01,2025,hr,drustvo_upoznavanje,ostalo,2,0,-1,negativan,0,1,100,17,0,0.875,Za anonimuse u grupi kojima nedostaje paznje i druzenja : svrati na profil i procitaj,For anonymous people in the group who lack attention and companionship: stop by the profile and read
263,2025-08-27,2025-08-01,2025,hr,sport_zabava,ponuda_oglas,10,0,0,neutralan,1,1,881,151,8,0.84,"Nakon dugo vremena je Crvena Jabuka opet sa vama u Danskoj. Povodom europske turneje 40 godina sa vama, je došao red na Dansku. Ponosni smo sto smo dogovorili ovaj spektakl. Crvena Jabuka 27/09-2025 Torsted hallen, Horsens 20:00-01:00 Ulaznice: 399kr Prodajna mjesta ulaznice: uskoro info www.grandbalkanevent.dk Prodajna mjesta Od ponedjeljka 18. avgusta možete kupiti fizičke karte za Crvenu Javuku za 350kr. Ålborg: Doner Kebab Sjællandsgade 36 Tel. 42428620 (Alen) Svaki danom Od 11:00-20:00 Randers: Kenan Nikontovic +45 50 53 34 12 Arhus: Partisan Grill Åboulevarden 57, +45 30 27 30 90 17:00-23:00 Radni vrije od četvrtka do subote. Silkeborg: Adis Omercajic +45 31 23 78 58 Horsens: Saban +45 61 81 67 23 Tørring: Harbas Røgeri +45 91 88 23 28 Kolding: Haderslevvej 7 Salon Jasmina Odense: Suljo Tihic + 45 71 33 99 33 Ostali gradovi pozovite na + 45 71 33 99 33 ili + +45 50533412 Vidimo se","After a long time, Red Apple is with you again in Denmark. On the occasion of the European tour for 40 years with you, it was Denmark's turn. We are proud to have arranged this spectacle. Crvena Jabuka 27/09-2025 Torsted hallen, Horsens 20:00-01:00 Tickets: 399kr Ticket sales: soon info www.grandbalkanevent.dk Sales points From Monday, August 18, you can buy physical tickets for Crvena Jabuka for 350kr. Ålborg: Doner Kebab Sjællandsgade 36 Tel. 42428620 (Alen) Every day From 11:00-20:00 Randers: Kenan Nikontovic  45 50 53 34 12 Aarhus: Partisan Grill Åboulevarden 57,  45 30 27 30 90 17:00-23:00 Open from Thursday to Saturday. Silkeborg: Adis Omercajic  45 31 23 78 58 Horsens: Saban  45 61 81 67 23 Tørring: Harbas Røgeri  45 91 88 23 28 Kolding: Haderslevvej 7 Salon Jasmina Odense: Suljo Tihic   45 71 33 99 33 Other cities call   45 71 33 99 33 or    45 50533412 See you"
264,2025-08-27,2025-08-01,2025,hr,jezik_obrazovanje,pitanje_potreba,1,5,1,pozitivan,1,0,374,67,3,0.7543859649122807,"Pozdrav svima, Moj sestrić se nalazi momentalno u Kopenhagenu radi došolavanja ili studiranja i traži privremen ili stalan smještaj. Studij počinje u ponedjeljak i ako nenađe smještaj mora se vratiti u Hrvatsku. Ima li netko ili ako poznajete nekoga u Kopenhagenu ili u susjedstvu sa nekim malim prostorom za boravak učinio bi nam veliku uslugu. Lip vam pozdrav, Anto","Hello everyone, My cousin is currently in Copenhagen to attend school or study and is looking for temporary or permanent accommodation. The study starts on Monday and if he does not find accommodation he must return to Croatia. If anyone has or if you know someone in Copenhagen or in the neighborhood with a small place to stay, it would be a great help. Kind regards, Anto"
265,2025-08-27,2025-08-01,2025,hr,transport_putovanja,ostalo,0,3,3,pozitivan,3,0,226,39,4,0.9375,"Dobar dan! Jedno pitanje, jel netko putuje Zagreb - Hedehusene uskoro. Mama bi mi htijela poslati paket za mene I njezine unuke. Ako ne živite u Hedehusenu ali u okolici to mi isto odgovara. Hvala","Good afternoon! One question, is anyone traveling Zagreb - Hedehusene soon. Mom would like to send me a package for me and her grandchildren. If you don't live in Hedehusen, but in the surrounding area, that's fine too. Thanks"
266,2025-08-26,2025-08-01,2025,hr,birokracija,pitanje_potreba,1,11,-1,negativan,3,4,468,88,9,0.7631578947368421,Pozdrav ekipa.. Prijatelj mi je dosao proslu sedmicu u posjetu na 7 dana.. Iz CG.. Nije imao garantno pismo nit ista usao je na pasos turisticki.. Problem je sto je prilikom partijanja ovaj vikend izgubio pasos..a let za nazad mu je u petak.. Jel moze napustiti Dansku samo sa licnom? Jer procedura oko novog pasosa je komplicirana ovdje i ogranicen je sa vremenom jer se mora vratiti na posao dolje.. Bilo kakva inf bi bila dobrodošla,Hello team.. My friend came to visit me last week for 7 days.. From Montenegro.. He didn't have a letter of guarantee nor did he enter on a tourist passport.. The problem is that he lost his passport during the partying this weekend.. and his return flight is on Friday.. Can he leave Denmark with only his ID? Because the procedure for a new passport is complicated here and is limited by time because he has to go back to work down there.. Any info would be welcome.
267,2025-08-26,2025-08-01,2025,hr,stanovanje,pitanje_potreba,1,0,0,neutralan,NA,NA,95,17,2,0.9285714285714286,"Pozdrav, Potreban stan (ne soba) na duzi vremenski period bez prijave. Hvala.","Hello, I need an apartment (not a room) for a long period of time without registration. Thanks."
268,2025-08-20,2025-08-01,2025,hr,birokracija,pitanje_potreba,2,17,-3,negativan,1,4,838,160,9,0.6538461538461539,"Bok svima, imam pitanje koje nema toliko veze s Danskom, ali se nadam da ima netko u grupi tko bi znao odgovor. Putujem u Ameriku za 3 tjedna i pokusala sam se prijaviti za ESTA vizu. No postoji jedno polje koje se zove 'National Identification Number' i zbunilo me sto pise da taj broj mora biti iz razlicitog dokumenta od putovnice. Ja osobnu vise nemam jer sam odjavila adresu u Hrvatskoj. Ali cak i da imam, ne znam koji bi to broj bio na osobnoj. S druge strane u veleposlanstvu kazu da je National Identification Number nas OIB. Pokusala sam upisati i OIB u to polje, ali onda sam dobila warning da je to nevazeci oblik. Pa me zanima ako je netko putovao u Ameriku i susreo se sa istim problemom. Kako ste to rijesili? Puno hvala","Hi everyone, I have a question that has nothing to do with Denmark, but I hope there is someone in the group who knows the answer. I am traveling to America in 3 weeks and I tried to apply for an ESTA visa. But there is one field called 'National Identification Number' and I was confused by what it says that this number must be from a different document than the passport. I don't have a personal one anymore because I deregistered my address in Croatia. But even if I had, I don't know what number it would be on my personal account. On the other hand, the embassy says that our National Identification Number is OIB. I tried to enter OIB in that field, but then I got a warning that it was an invalid form. So I'm interested if anyone has traveled to America and encountered the same problem. How did you solve it? Thank you very much"
269,2025-08-26,2025-08-01,2025,hr,jezik_obrazovanje,ostalo,0,0,1,pozitivan,1,0,194,34,2,0.7407407407407407,Učenje hrvatskog jezika na daljinu za djecu od 6 do 13 godina kao i priprema djece za povratak u školu u RH . Više informacija na stranici s poveznice.,"Distance learning of the Croatian language for children from 6 to 13 years old, as well as preparing children to return to school in the Republic of Croatia. More information on the linked page."
